,brand,overall_rating,planet_score,people_score,animals_score,description
76,Tommy Hilfiger,2,2,2,2,"Tommy Hilfiger is owned by PVH.Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Tommy Hilfiger “Not Good Enough”. These are a few factors influencing its score:It uses few lower-impact materials.There’s no evidence it minimises textile waste in its supply chain.There’s no evidence it’s taking actions to protect biodiversity in its supply chain.It’s set a science based target to reduce greenhouse gas emissions in both its direct operations and supply chain but there’s no evidence it is on track.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Tommy Hilfiger “Not Good Enough”. These are a few factors influencing its score:Little of its supply chain is certified by crucial labour standards that help ensure worker health and safety, living wages, and other rights.It received a score of 41-50% in the 2023 Fashion Transparency Index.There’s no evidence it supports diversity and inclusion in its supply chain.It claims to have a program to improve wages but there’s no evidence it ensures its workers are paid living wages in most of its supply chain.It’s taken insufficient steps to remediate its links to cotton sourced from Xinjiang, a region in China at risk of Uyghur forced labour.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Tommy Hilfiger “Not Good Enough”. These are a few factors influencing its score:It has an animal welfare policy aligned with the Five Domains of animal welfare.It appears to use leather, shearling, exotic animal hair, and silk.Responsible Wool Standard certifies some of the wool it sources.Responsible Down Standard certifies the down it uses.It doesn’t appear to use fur, angora, or exotic animal skin.It traces some animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate Tommy Hilfiger “Not Good Enough” overall."
77,True Religion,1,1,1,3,"Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Unfortunately, True Religion does not publish sufficient information. You have a right to know how the products you buy affect the issues you care about.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate True Religion “Very Poor”. These are a few factors influencing its score:The brand claims to audit some of its supply chain but doesn’t specify what percentage.There’s no evidence it provides financial security to its suppliers, which can result in poor working conditions and wages. There’s no evidence it implements practices to support diversity and inclusion in its direct operations or supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate True Religion “It's a Start”. These are a few factors influencing its score:There’s no evidence it has an animal welfare policy.It appears to use leather.It doesn’t appear to use wool, down, fur, angora, exotic animal skin, or exotic animal hair.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate True Religion “We Avoid” overall."
78,Wrangler,2,3,2,2,"Wrangler is owned by Kontoor Brands.Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Wrangler “It's a Start”. These are a few factors influencing its score:It uses some lower-impact materials including organic cotton.It’s set a science based target to reduce greenhouse gas emissions in both its direct operations and supply chain but there’s no evidence it is on track.It produces long-lasting products.There’s no evidence it avoids harmful chemicals in the leather tanning process.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Wrangler “Not Good Enough”. These are a few factors influencing its score:None of its supply chain is certified by crucial labour standards that help ensure worker health and safety, living wages, and other rights.It received a score of 31-40% in the 2023 Fashion Transparency Index.It has a basic policy to support diversity and inclusion in its direct operations and supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it disclosed some policies to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Wrangler “Not Good Enough”. These are a few factors influencing its score:It has a formal policy aligned with the Five Freedoms of animal welfare but no clear implementation mechanisms in place.It appears to use leather, and wool.It doesn’t appear to use down, fur, angora, exotic animal skin, or exotic animal hair.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate Wrangler “Not Good Enough” overall."
79,Yes Friends,5,5,5,5,"Yes Friends' environment rating is 'great'. It uses a high proportion of eco-friendly materials including Global Organic Textile Standard (GOTS) cotton. It uses renewable energy in its supply chain to reduce its climate impact. Its use of eco-friendly materials limits the amount of chemicals, water and wastewater used in production. Its labour rating is 'great'. Its products are certified by Fairtrade International - Small Producers Organisations. It traces all of its supply chain. It ensures payment of a living wage in most of its supply chain. Its animal rating is 'great'. It is listed by PETA as vegan. Yes Friends is rated 'Great' overall."
80,Aeropostale,1,1,1,2,"Aéropostale is owned by Authentic Brands Group.Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Aéropostale “Very Poor”. These are a few factors influencing its score:It uses few lower-impact materials.It follows an unsustainable fast fashion model with quickly changing trends and regular new styles.There’s no evidence it’s taking actions to protect biodiversity in its supply chain.There’s no evidence it’s taking meaningful action to reduce or eliminate hazardous chemicals in manufacturing.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Aéropostale “Very Poor”. These are a few factors influencing its score:None of its supply chain is certified by crucial labour standards that help ensure worker health and safety, living wages, and other rights.It doesn't disclose where its final production stage occurs.It received a score of 0-10% in the 2023 Fashion Transparency Index.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Aéropostale “Not Good Enough”. These are a few factors influencing its score:There’s no evidence it has an animal welfare policy.It appears to use leather, and wool.It doesn’t appear to use down, fur, angora, exotic animal skin, or exotic animal hair.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate Aéropostale “We Avoid” overall."
81,Boohoo,2,2,2,2,"boohoo's environment rating is 'not good enough'. It uses few eco-friendly materials. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. It has set a science-based target to reduce greenhouse gas emissions generated from its own operations and supply chain but there is no evidence it is on track to meet its target. There is no evidence it minimises textile waste when manufacturing its products. Its labour rating is 'not good enough'. Little of its supply chain is certified by labour standards which ensure worker health and safety, living wages or other labour rights. It received a score of 21-30% in the 2022 Fashion Transparency Index. There is no evidence it implements practices to encourage diversity and inclusion in its direct operations or supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It does not disclose adequate policies or safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19.Its animal rating is 'not good enough'. There is no evidence it has a policy to minimise the suffering of animals. It uses leather, down and wool. It does not use fur, angora, exotic animal hair or exotic animal skin. There is no evidence it traces any animal products to the first stage of production. Boohoo is rated 'Not good enough' overall."
82,Cider,1,1,1,3,"Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate CIDER “Very Poor”. These are a few factors influencing its score:It uses few lower-impact materials.It follows an unsustainable fast fashion model with quickly changing trends and regular new styles.There’s no evidence it’s taking meaningful action to reduce or eliminate hazardous chemicals in manufacturing.There’s no evidence it’s taking actions to protect biodiversity in its supply chain.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate CIDER “Very Poor”. These are a few factors influencing its score:There’s no evidence it supports diversity and inclusion in its supply chain.There’s no evidence it provides financial security to its suppliers, which can result in poor working conditions and wages.It audits some of its suppliers.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate CIDER “It's a Start”. These are a few factors influencing its score:There’s no evidence it has an animal welfare policy.It appears to use wool, and exotic animal hair.It doesn’t appear to use leather, down, fur, angora, or exotic animal skin.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate CIDER “We Avoid” overall."
83,Fashion Nova,1,1,1,2,"Fashion Nova's environment rating is 'very poor'. It uses few eco-friendly materials. There is no evidence it reduces its carbon and other greenhouse gas emissions in its supply chain. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence it minimises textile waste. Its labour rating is 'very poor'. None of its supply chain is certified by labour standards which ensure worker health and safety, living wages or other labour rights. It received a score of 0-10% in the 2021 Fashion Transparency Index. There is no evidence it implements practices to encourage diversity and inclusion in its direct operations or supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It does not disclose adequate policies or safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19. Its animal rating is 'not good enough'. There is no evidence it has a policy to minimise the suffering of animals. It uses leather, decorative feathers and wool. It does not use fur, angora, exotic animal skin or exotic animal hair. There is no evidence it traces any animal product to the first stage of production. Fashion Nova is rated 'We avoid' overall."
84,GUESS,2,2,2,2,"Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate GUESS “Not Good Enough”. These are a few factors influencing its score:It uses some lower-impact materials including organic cotton.It’s set a science based target to reduce greenhouse gas emissions in both its direct operations and supply chain but there’s no evidence it is on track.There’s no evidence it minimises textile waste in its supply chain.There’s no evidence it’s taking actions to protect biodiversity in its supply chain.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate GUESS “Not Good Enough”. These are a few factors influencing its score:More than half its final production stage is certified by Business Social Compliance Initiative Code of Conduct - BSCI, Sedex Members Ethical Trade Audit - SMETA Best Practice Guidance, Social Accountability International - SA8000, and Worldwide Responsible Accredited Production - WRAP.It received a score of 31-40% in the 2023 Fashion Transparency Index.There’s no evidence it supports diversity and inclusion in its supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate GUESS “Not Good Enough”. These are a few factors influencing its score:It’s published a general statement about minimising animal suffering but not a formal animal welfare policy.It appears to use leather, exotic animal hair, decorative feathers, and silk.It has a policy to source wool from non-mulesed sheep but doesn’t provide any evidence to verify its claims.Responsible Down Standard certifies the down it uses.It doesn’t appear to use fur, angora, or exotic animal skin.It traces some animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate GUESS “Not Good Enough” overall."
85,Hollister,2,2,2,2,"Hollister is owned by Abercrombie & Fitch Co.Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Hollister “Not Good Enough”. These are a few factors influencing its score:It uses few lower-impact materials.It’s set an absolute target to reduce greenhouse gas emissions in its direct operations but not its supply chain.There’s no evidence it’s taking meaningful action to reduce or eliminate hazardous chemicals in manufacturing.There’s no evidence it’s taking actions to protect biodiversity in its supply chain.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Hollister “Not Good Enough”. These are a few factors influencing its score:None of its supply chain is certified by crucial labour standards that help ensure worker health and safety, living wages, and other rights.It received a score of 31-40% in the 2023 Fashion Transparency Index.There’s no evidence it supports diversity and inclusion in its supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus. Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Hollister “Not Good Enough”. These are a few factors influencing its score:It has a formal policy aligned with the Five Freedoms of animal welfare but no clear implementation mechanisms in place.It appears to use leather.It has a policy to source wool from non-mulesed sheep but doesn’t provide any evidence to verify its claims.It doesn’t appear to use down, fur, angora, exotic animal skin, or exotic animal hair.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate Hollister “Not Good Enough” overall."
86,Hot Topic,1,1,1,0,"This brand provides insufficient relevant information about how it reduces its impact on people, the planet and animals. You have a right to know how the products you buy affect the issues you care about. Hot Topic is rated 'We avoid' overall."
87,House of CB,1,1,1,0,"Transparency is essential for keeping brands accountable and making more informed choices. Unfortunately, House of CB provides insufficient information about the actions it’s taking to address its impacts on people, the planet, and animals. You have a right to know how the products you buy affect the issues you care about.Based on all publicly available information we’ve reviewed, we rate House of CB “We Avoid” overall."
88,Mango,2,2,2,2,"Mango's environment rating is 'not good enough'. It uses some eco-friendly materials including organic cotton. There is no evidence it reduces its carbon and other greenhouse gas emissions in most of its supply chain. There is no evidence it implements water reduction initiatives. There is no evidence that it has taken meaningful action to reduce or eliminate hazardous chemicals. Its labour rating is 'not good enough'. Some of its supply chain is certified by Business Social Compliance Initiative Code of Conduct - BSCI and Sedex Members Ethical Trade Audit - SMETA Best Practice Guidance in the final stage of production. It received a score of 21-30% in the Fashion Transparency Index. There is no evidence it implements practices to support diversity and inclusion in its supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It does not disclose adequate policies or safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19. Its animal rating is 'not good enough'. It has a general statement about minimising animal suffering but not a formal animal welfare policy. It uses leather, down and exotic animal hair. It has a policy to source wool from non-mulesed sheep but does not provide evidence on how it is implemented. It does not use fur, angora or exotic animal skin. There is no evidence it traces any animal products to the first stage of production. Mango is rated 'Not good enough' overall."
89,Missguided,1,1,1,2,Missguided's environment rating is 'very poor'. It has fast fashion traits such as on trend styles and regular new arrivals. It uses few eco-friendly materials. There is no evidence it reduces its carbon and other greenhouse gas emissions in its supply chain. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. There is no evidence it minimises textile waste when manufacturing its products. Its labour rating is 'very poor'. There is no evidence it has worker empowerment initiatives such as collective bargaining or rights to make a complaint. There is no evidence it implements practices to encourage diversity and inclusion in its direct operations or supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It audits some of its supply chain but does not specify what percentage. It does not disclose any policies or safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19. Its animal rating is 'not good enough'. It does not disclose which animal materials it uses in its products. Missguided is rated 'We avoid' overall.
90,Nasty Gal,2,2,2,2,"Nasty Gal is owned by boohoo.Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Nasty Gal “Not Good Enough”. These are a few factors influencing its score:It uses few lower-impact materials.It follows an unsustainable fast fashion model with quickly changing trends and regular new styles.There’s no evidence it’s taking meaningful action to reduce or eliminate hazardous chemicals in manufacturing.It uses renewable energy in its direct operations (such as stores or offices) but not in its supply chain.There’s no evidence it’s taking meaningful action to reduce water use.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Nasty Gal “Not Good Enough”. These are a few factors influencing its score:It received a score of 21-30% in the 2022 Fashion Transparency Index.It partly traces its supply chain including all of the final production stage.There’s no evidence it supports diversity and inclusion in its supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus. Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Nasty Gal “Not Good Enough”. These are a few factors influencing its score:It has a formal policy aligned with the Five Freedoms of animal welfare but no clear implementation mechanisms in place.It appears to use leather and decorative feathers.It has a policy to source wool from non-mulesed sheep but doesn’t provide any evidence to verify its claims.It doesn’t appear to use down, fur, angora, exotic animal skin, or exotic animal hair.Based on all publicly available information we’ve reviewed, we rate Nasty Gal “Not Good Enough” overall."
91,PacSun,1,1,1,2,"Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate PacSun “Very Poor”. These are a few factors influencing its score:It uses few lower-impact materials.There’s no evidence it minimises textile waste in its supply chain.It follows an unsustainable fast fashion model with quickly changing trends and regular new styles.There’s no evidence it’s taking meaningful action to reduce or eliminate hazardous chemicals in manufacturing.There’s no evidence it’s taken any action to reduce greenhouse gas emissions in its supply chain.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate PacSun “Very Poor”. These are a few factors influencing its score:It partly traces its supply chain including all of the final production stage.There’s no evidence it provides financial security to its suppliers, which can result in poor working conditions and wages.It does not disclose where its final stage of production occurs.There’s no evidence it implements practices to support diversity and inclusion in its direct operations or supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate PacSun “Not Good Enough”. These are a few factors influencing its score:There’s no evidence it has an animal welfare policy.It appears to use leather, and wool.It doesn’t appear to use down, fur, angora, exotic animal skin, or exotic animal hair.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate PacSun “We Avoid” overall."
92,PrettyLittleThing,2,2,2,2,"PrettyLittleThing is owned by Boohoo. Its environment rating is 'not good enough'. It has fast fashion traits such as on trend styles and regular new arrivals. It uses few eco-friendly materials. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. It has set a science-based target to reduce greenhouse gas emissions generated from its own operations and supply chain but there is no evidence it is on track to meet its target. There is no evidence it minimises textile waste when manufacturing its products. Its labour rating is 'not good enough'. Little of its supply chain is certified by labour standards which ensure worker health and safety, living wages or other labour rights. It received a score of 21-30% in the 2022 Fashion Transparency Index. There is no evidence it implements practices to encourage diversity and inclusion in its direct operations or supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It does not disclose adequate policies or safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19. Its animal rating is 'not good enough'. There is no evidence it has a policy to minimise the suffering of animals. It uses leather, down and wool. It does not use fur, angora exotic animal skin or hair. There is no evidence it traces any animal product to the first stage of production PrettyLittleThing is rated 'Not good enough' overall."
93,Primark,2,2,2,2,"Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Primark “Not Good Enough”. These are a few factors influencing its score:It uses some lower-impact materials including recycled materials.It follows an unsustainable fast fashion model with quickly changing trends and regular new styles.There’s no evidence it minimises textile waste in its supply chain.It uses renewable energy in its direct operations (such as stores or offices) but not in its supply chain.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Primark “Not Good Enough”. These are a few factors influencing its score:Little of its supply chain is certified by crucial labour standards that help ensure worker health and safety, living wages, and other rights.It received a score of 31-40% in the 2023 Fashion Transparency Index.There’s no evidence it supports diversity and inclusion in its supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it disclosed adequate policies to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Primark “Not Good Enough”. These are a few factors influencing its score:It has a formal policy aligned with the Five Freedoms of animal welfare but few clear implementation mechanisms in place.It appears to use leather and exotic animal hair.It states that it sources wool from non-mulesed sheep.Responsible Down Standard certifies some of the down it uses.It doesn’t appear to use fur, angora, or exotic animal skin.It traces some animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate Primark “Not Good Enough” overall."
94,Romwe,1,1,1,2,"Romwe is owned by Shein.Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Romwe “Very Poor”. These are a few factors influencing its score:It uses few lower-impact materials.It follows an unsustainable fast fashion model with quickly changing trends and regular new styles.There’s no evidence it takes action to address textile waste in its supply chain.There’s no evidence it’s taking meaningful action to reduce its climate impacts.There’s no evidence it’s taking actions to protect biodiversity in its supply chain.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Romwe “Very Poor”. These are a few factors influencing its score:None of its supply chain is certified by crucial labour standards that help ensure worker health and safety, living wages, and other rights.It received a score of 0-10% in the 2023 Fashion Transparency Index.There’s no evidence it supports diversity and inclusion in its supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it did not disclose adequate policies or safeguards to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Romwe “Not Good Enough”. These are a few factors influencing its score:It has a formal policy aligned with the Five Freedoms of animal welfare but no clear implementation mechanisms in place.It appears to use leather, wool, down, exotic animal hair, and decorative feathers.It doesn’t appear to use fur, angora, or exotic animal skin.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate Romwe “We Avoid” overall."
95,Temu,1,1,1,0,"Transparency is essential for keeping brands accountable and making more informed choices. Unfortunately, TEMU provides insufficient information about the actions it’s taking to address its impacts on people, the planet, and animals. You have a right to know how the products you buy affect the issues you care about.Based on all publicly available information we’ve reviewed, we rate TEMU “We Avoid” overall."
96,Topshop,2,2,2,3,"Topshop is owned by ASOS.Our “Planet” rating evaluates brands based on the environmental policies in their supply chains, from carbon emissions and wastewater to business models and product circularity. Here we rate Topshop “Not Good Enough”. These are a few factors influencing its score:It uses few lower-impact materials.It follows an unsustainable fast fashion model with quickly changing trends and regular new styles.There’s no evidence it minimises textile waste in its supply chain.There’s no evidence it’s taking actions to protect biodiversity in its supply chain.Workers’ rights are central to our “People” rating, which assess brands’ policies and practices on everything from child labour to living wages and gender equality. Here we rate Topshop “Not Good Enough”. These are a few factors influencing its score:None of its supply chain is certified by crucial labour standards that help ensure worker health and safety, living wages, and other rights.It received a score of 51-60% in the 2022 Fashion Transparency Index.It has a limited policy to support diversity and inclusion in its direct operations and supply chain.There’s no evidence it ensures workers are paid living wages in its supply chain.During the height of the COVID-19 pandemic, it disclosed some policies to protect workers in its supply chain from the virus.Brands’ animal welfare policies and, where applicable, how well they trace their animal-derived products are the focus of our “Animals” rating. Here we rate Topshop “It's a Start”. These are a few factors influencing its score:It has a formal policy aligned with the Five Freedoms of animal welfare but few clear implementation mechanisms in place.It appears to use leather.It has a policy to source wool from non-mulesed sheep but doesn’t provide any evidence to verify its claims.It doesn’t appear to use down, fur, angora, exotic animal skin, or exotic animal hair.There’s no evidence it traces any animal-derived materials to the first production stage.Based on all publicly available information we’ve reviewed, we rate Topshop “Not Good Enough” overall."
97,Torrid,1,1,1,3,"Torrid's environment rating is 'very poor'. It does not publish sufficient relevant information about its environmental policies to give a higher rating. As a shopper you have the right to know how its production practices impact on the environment. Its labour rating is 'very poor'. There is no evidence it has worker empowerment initiatives such as collective bargaining or rights to make a complaint. It traces some of its supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It audits some of its supply chain but does not specify what percentage. It does not disclose any policies or safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19.Its animal rating is 'it's a start'. There is no evidence it has a policy to minimise the suffering of animals. It uses wool. It does not use leather, exotic animal hair, fur, down, angora, or exotic animal skin. Torrid is rated 'We avoid' overall."
98,Under Armour,2,2,2,2,"Under Armour's environment rating is 'not good enough'. It uses few eco-friendly materials. It has set a science-based target to reduce greenhouse gas emissions generated from its own operations and supply chain but there is no evidence it is on track to meet its target. There is no evidence it has a policy to minimise the impacts of microplastics. There is no evidence it has taken meaningful action to reduce or eliminate hazardous chemicals. Its labour rating is 'not good enough'. Some of its supply chain is certified by FLA Workplace Code of Conduct including all of the final stage of production. It received a score of 21-30% in the 2021 Fashion Transparency Index. There is no evidence it implements practices to support diversity and inclusion in its supply chain. There is no evidence it ensures payment of a living wage in its supply chain. It discloses some policies and safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19. Its animal rating is 'not good enough'. There is no evidence it has a policy to minimise the suffering of animals. It uses leather and wool. It uses down certified by the Responsible Down Standard. It does not use fur, exotic animal skin, exotic animal hair or angora. It traces some animal products to the first stage of production.Under Armour is rated 'Not good enough' overall."
99,Victoria's Secret,2,2,2,Not applicable,"Victoria's Secret is owned by L Brands. Its environment rating is 'not good enough'. It uses few eco-friendly materials. There is no evidence it has a policy to minimise the impacts of microplastics. There is no evidence it minimises textile waste when manufacturing its products. There is no evidence it has set a greenhouse gas emissions reduction target. Its labour rating is 'not good enough'. None of its supply chain is certified by labour standards which ensure worker health and safety, living wages or other labour rights. It received a score of 21-30% in the 2021 Fashion Transparency Index. There is no evidence it ensures payment of a living wage in its supply chain. It does not disclose adequate policies or safeguards to protect suppliers and workers in its supply chain from the impacts of COVID-19. It has been linked with sourcing cotton from the Xinjiang region in China at risk of using Uyghur forced labour and has taken insufficient steps to remediate. This brand makes products that are generally free of animal materials except for silk so it is not applicable to rate its impact on animals. We calculate the overall rating from environment and labour scores only. Victoria's Secret is rated 'Not good enough' overall."
100,Yesstyle,1,1,1,0,"This brand provides insufficient relevant information about how it reduces its impact on people, the planet and animals. You have a right to know how the products you buy affect the issues you care about.YesStyle is rated 'We avoid' overall."
101,Aerie,2,Not applicable,Not applicable,,
102,Ann Taylor,2,Not applicable,Not applicable,,
103,Garage,2,Not applicable,Not applicable,,
104,Pink,2,Not applicable,Not applicable,,
